Part,Positives,Negatives,Effects
Part_PS_JAK_Hammer_02,"Weapon Sway -30%, Crit Dmg +10%",,
Part_PS_JAK_Hammer_03,Recoil Height -30%,,
Part_PS_JAK_Mag_01,6 Round,,
Part_PS_JAK_Mag_02,6 Round,,
Part_PS_JAK_Mag_03,4 Round. Dmg +10%,,
Part_PS_JAK_Material_01_Common,Skin,,
Part_PS_JAK_Material_02_UnCommon,Skin,,
Part_PS_JAK_Material_03_Rare,Skin,,
Part_PS_JAK_Material_04_Epic,Skin,,
Part_PS_JAK_Material_AmazingGrace,Skin,,
Part_PS_JAK_Material_Buttplug,Skin,,
Part_PS_JAK_Material_Clay,Skin,,
Part_PS_JAK_Material_Doc,Skin,,
Part_PS_JAK_Material_FirstGunB,Skin,,
Part_PS_JAK_Material_GodMother,Skin,,
Part_PS_JAK_Material_Maggie,Skin,,
Part_PS_JAK_Material_Malevolent,Skin,,
Part_PS_JAK_Material_MelsCompanion,Skin,,
Part_PS_JAK_Material_SpyRevolver,Skin,,
Part_PS_JAK_Material_TheDuc,Skin,,
Part_PS_JAK_Material_Unforgiven,Skin,,
Part_PS_JAK_Material_WagonWheel,Skin,,
Part_PS_JAK_Material_RoboMasher,Skin,,
Part_PS_JAK_Rail_01,Visual Only,,
Part_PS_JAK_NoScope,Dmg +35%,,
Part_PS_JAK_Scope_02,Tear drop scope 5x,,
Part_PS_JAK_Scope_03,2.2x,,
Part_PS_JAK_Speedloader,Basic required piece,,
Part_PS_MAL_Barrel_01_A,Fire rate +10%,,
Part_PS_MAL_Barrel_01_B,Mag Size +10%,,
Part_PS_MAL_Barrel_01_C,"Acc Bloom -25%, Acc -15%",,
Part_PS_MAL_Barrel_02,Splash Dmg Radius +60,,
Part_PS_MAL_Barrel_02_A,Charge Duration -20%,,
Part_PS_MAL_Barrel_02_B,Dmg +10%,,
Part_PS_MAL_Barrel_02_C,Dmg +10%,,
Part_PS_MAL_Barrel_03_A,Ele Chance +15%,,
Part_PS_MAL_Barrel_03_B,"Weapon Sway -20%, Charge Duration -20%",,
Part_PS_MAL_Barrel_03_C,Ele Dmg +10%,Dmg -15%,
Part_PS_MAL_Barrel_AI_TrooperBadass,Mag Size +5,,
Part_PS_MAL_Barrel_ETech_A,"Ele Chance +15%, Mag Size +10%, Melee Dmg +60%",,
Part_PS_MAL_Barrel_HellShock,Mag Size +20,Dmg -15%,
Part_PS_MAL_Barrel_HyperHydrator,Splash Dmg Radius +60,,
Part_PS_MAL_Barrel_Plumber,"Splash Dmg Radius +100, Dmg +50%",,
Part_PS_MAL_Barrel_Starkiller,Mag Size +7,Dmg -70%,
Part_PS_MAL_Barrel_SuckerPunch,"Ele Chance +75%, Splash Dmg Radius +100","Acc +125%, Dmg -40%, Acc Bloom +300%",
Part_PS_MAL_Barrel_ThunderballFists,Dmg +25%,,
Part_PS_MAL_Body,DO NOT REMOVE,,
Part_PS_MAL_Grip_01,"Charge Duration -10%, Acc Bloom -20%",,
Part_PS_MAL_Grip_02,"Weapon Sway -30%, Mag Size +10%","Dmg -5%, Acc +10%",
Part_PS_MAL_Grip_03,"Weapon Sway -30%, Dmg +5%",,
Part_PS_MAL_Grip_04,"Weapon Sway -30%, Dmg +5%",,
Part_PS_MAL_Grip_05,"Acc -20%, Fire Rate +5%",,
Part_PS_MAL_Hammer_01,Fire Rate +10%,,
Part_PS_MAL_Hammer_02,Dmg +10%,,
Part_PS_MAL_Hammer_03,"Splash Dmg Radius +20%, Acc -15%",,
Part_PS_MAL_Hammer_04,"Ele Dmg +10%, Ele Chance +15%",,
Part_PS_MAL_Mag_01,"10 round, Dmg +10%",,
Part_PS_MAL_Mag_01_A,Recoil Height -25%,,
Part_PS_MAL_Mag_02,14 round,,
Part_PS_MAL_Mag_02_A,Ele Dmg +10%,,
Part_PS_MAL_Mag_03,"20 Round, Dmg -10%",,
Part_PS_MAL_Mag_03_A,Reload Time -10%,,
Part_PS_MAL_Material_01_Common,Skin,,
Part_PS_MAL_Material_02_UnCommon,Skin,,
Part_PS_MAL_Material_03_Rare,Skin,,
Part_PS_MAL_Material_04_VeryRare,Skin,,
Part_PS_MAL_Material_Hellshock,Skin,,
Part_PS_MAL_Material_HyperHydrator,Skin,,
Part_PS_MAL_Material_Plumber,Skin,,
Part_PS_MAL_Material_Starkiller,Skin,,
Part_PS_MAL_Material_SuckerPunch,Skin,,
Part_PS_MAL_Material_ThunderballFists,Skin,,
Part_PS_MAL_Scope_01,1.5x,,
Part_PS_MAL_Scope_02,2.9x,,
Part_PS_MAL_Scope_03,2.2x,,
Part_PS_TED_Barrel_01_A,Dmg +10%,,
Part_PS_TED_Barrel_01_B,"Splash Dmg Radius +20%, Dmg +10%",,
Part_PS_TED_Barrel_01_C,"Fire Rate +10%, Mag Size +10%","Dmg -5%, Acc +10%",
Part_PS_TED_Barrel_02_A,"Recoil Height -25%, Fire Rate +10%",,
Part_PS_TED_Barrel_02_B,Fire Rate +10%,,
Part_PS_TED_Barrel_02_C,Acc -15%,,
Part_PS_TED_Barrel_03_A,Acc -15%,,
Part_PS_TED_Barrel_03_B,"Mag Size +7, Dmg +4.5%",Acc +10%,
Part_PS_TED_Barrel_03_C,Acc -15%,,
Part_PS_TED_Barrel_BabyMaker,Dmg +20%,,
Part_PS_TED_Barrel_ETech,Mag Size +10%,,
Part_PS_TED_Barrel_ETech_A,"Reload Time -10%, Mag Size +10%, Melee Dmg +60%",,
Part_PS_TED_Barrel_Gunerang,"Mag Size +18, Reload Time -17.5%",,
Part_PS_TED_Barrel_Sabre,Mag Size +30,"Acc +25%, Dmg -50%",
Part_PS_TED_Barrel_Execute,"Mag Size +2, Reload Time -35%",,
Part_PS_TED_Body,DO NOT REMOVE,,
Part_PS_TED_Body_A,Mag Size +10%,"Acc +10%, Dmg -5%",
Part_PS_TED_Body_B,Splash Dmg Radius +20%,,
Part_PS_TED_Body_C,Dmg +10%,,
Part_PS_TED_Grip_01,"Weapon Sway -30%, Dmg +5%",,
Part_PS_TED_Grip_02,"Acc -12%, Mag Size +3",Dmg -5%,
Part_PS_TED_Grip_03,"Splash Dmg Radius +20%, Recoil Width -30%",,
Part_PS_TED_Grip_04,"Recoil Height -15%, Fire Rate +5",,
Part_PS_TED_Grip_05,Proj per Shot +1,"Acc Bloom +25%, Acc +10%, Dmg -30%",
Part_PS_TED_Material_01_Common,Skin,,
Part_PS_TED_Material_02_UnCommon,Skin,,
Part_PS_TED_Material_03_Rare,Skin,,
Part_PS_TED_Material_04_Epic,Skin,,
Part_PS_TED_Material_Ava,Skin,,
Part_PS_TED_Material_BabyMaker,Skin,,
Part_PS_TED_Material_Bangerang,Skin,,
Part_PS_TED_Material_Gunerang,Skin,,
Part_PS_TED_Material_Sabre,Skin,,
Part_PS_TED_Material_Execute,Skin,,
Part_PS_TED_Scope_01,1.5x,,
Part_PS_TED_Scope_02,"Small Scope, 2.2x",,
Part_PS_TED_Scope_03,4.5x,,
Part_PS_TED_TypeMod_01,Splash Dmg Radius +20%,,
Part_PS_TED_TypeMod_02,"Acc Bloom -30%, Dmg +5%",,
Part_PS_TED_TypeMod_03,"Recoil Height -30%, Fire Rate +5%",,
Part_PS_TED_TypeMod_04,"Weapon Sway -30%, Acc -5%",,
Part_PS_TED_TypeMod_BabyMaker_Homing,"Acc Bloom -30%, Dmg +5%",,
Part_PS_TED_TypeMod_BabyMaker_Spider,"Recoil Height -30%, Fire Rate +5%",,
Part_PS_TOR_Barrel_01_A,Fire Rate +10%,,
Part_PS_TOR_Barrel_01_B,Proj Speed +30%,,
Part_PS_TOR_Barrel_01_C,Proj Speed +30%,,
Part_PS_TOR_Barrel_02_A,Dmg +10%,,
Part_PS_TOR_Barrel_02_B,Proj Speed +30%,,
Part_PS_TOR_Barrel_02_C,Dmg +10%,,
Part_PS_TOR_Barrel_03_A,Dmg +10%,,
Part_PS_TOR_Barrel_03_B,Splash Dmg Radius +20%,,
Part_PS_TOR_Barrel_03_C,Splash Dmg Radius +20%,,
Part_PS_TOR_Barrel_4SUM,"Splash Dmg Radius +200, Dmg +32.5%",,
Part_PS_TOR_Barrel_Devestator,"Recoil Height -55%, Recoil Width -55%",Acc +450%,
Part_PS_TOR_Barrel_ETech,"Reload Time -40%, Proj per Shot +8",Acc +600%,
Part_PS_TOR_Barrel_ETech_A,"Proj Speed +30%, Reload Time -10%, Melee Dmg +60%",,
Part_PS_TOR_Barrel_Nurf,"Recoil Height -90%, Mag Size +5",Dmg -70%,
Part_PS_TOR_Barrel_RoisensThorns,Recoil Height -50%,Proj Speed -75%,
Part_PS_TOR_Barrel_Scoville,"Mag Size +2, Damage +175%, Splash Dmg Radius +350, Reload Time - 30%",,
Part_PS_TOR_Body,DO NOT REMOVE,,
Part_PS_TOR_Body_A,Dmg +10%,,
Part_PS_TOR_Body_B,Dmg +10%,,
Part_PS_TOR_Body_C,Splash Dmg Radius +20%,,
Part_PS_TOR_Body_D,Reload Time -10%,,
Part_PS_TOR_Grip_01,"Recoil Height -15%, Fire Rate +5%",,
Part_PS_TOR_Grip_02,"Recoil Width -30%, Dmg +5%",,
Part_PS_TOR_Grip_03,"Proj Speed +15%, Splash Dmg Radius +20%",,
Part_PS_TOR_Hammer_01,Acc -15%,,
Part_PS_TOR_Hammer_02,Fire Rate +10%,,
Part_PS_TOR_Hammer_03,Dmg +10%,,
Part_PS_TOR_Mag_01,8 Round,,
Part_PS_TOR_Mag_02,6 Round,,
Part_PS_TOR_Mag_03,"5 Round, Splash Dmg Radius +20%",,
Part_PS_TOR_Material_01_Common,Skin,,
Part_PS_TOR_Material_02_Uncommon,Skin,,
Part_PS_TOR_Material_03_Rare,Skin,,
Part_PS_TOR_Material_04_VeryRare,Skin,,
Part_PS_TOR_Material_4SUM,Skin,,
Part_PS_TOR_Material_Devestator,Skin,,
Part_PS_TOR_Material_Echo,Skin,,
Part_PS_TOR_Material_Heckle,Skin,,
Part_PS_TOR_Material_Hyde,Skin,,
Part_PS_TOR_Material_Nurf,Skin,,
Part_PS_TOR_Material_RoisensThorns,Skin,,
Part_PS_TOR_Material_Troy,Skin,,
Part_PS_TOR_TinyTina_Material,Skin,,
Part_PS_TOR_Material_HandCannon,Skin,,
Part_PS_TOR_Material_Scoville,Skin,,
Part_PS_TOR_Scope_01,2.2x,,
Part_PS_TOR_Stock_01,Proj per Shot +1,"Acc Bloom +20%, Acc +120%, Dmg -20%",
Part_PS_TOR_Stock_02,Splash Dmg Radius +20%,,
Part_PS_VLA_Barrel_01,Acc -30%,,
Part_PS_VLA_Barrel_01_A,Dmg +10%,,
Part_PS_VLA_Barrel_01_B,Dmg +10%,,
Part_PS_VLA_Barrel_01_C,Acc Bloom -25%,,
Part_PS_VLA_Barrel_02,Acc +20%,,
Part_PS_VLA_Barrel_02_A,Fire Rate +10%,,
Part_PS_VLA_Barrel_02_B,Acc Bloom -25%,,
Part_PS_VLA_Barrel_02_C,Fire Rate +10%,,
Part_PS_VLA_Barrel_03_A,Acc Blom -25%,,
Part_PS_VLA_Barrel_03_B,Dmg +10%,,
Part_PS_VLA_Barrel_03_C,Fire Rate +10%,,
Part_PS_VLA_Barrel_BoneShredder,"Proj per shot +4, Mag Size +40","Dmg -50%, Acc Blom +35%, Acc +400%",
Part_PS_VLA_Barrel_ETech,Reload Time -20%,,
Part_PS_VLA_Barrel_ETech_A,"Fire Rate +10%, Mag Size +10%, Mele Dmg +80%",,
Part_PS_VLA_Barrel_Infiniti,"Weapon Sway -100%, Acc Bloom -100%, Recoil height -100%, Recoil Width -100%,",Dmg -50%,
Part_PS_VLA_Body,DO NOT REMOVE,,
Part_PS_VLA_Grip_01,"Weapon Sway -30%, Mag Size +10%",,
Part_PS_VLA_Grip_02,"Acc Bloom -30%, Dmg +5%",,
Part_PS_VLA_Grip_03,"Recoil Width -30%, Fire Rate +5%",,
Part_PS_VLA_MagType_01,Dmg +10%,,
Part_PS_VLA_MagType_02,Acc Bloom -25%,,
Part_PS_VLA_MagType_03,Recoil Width -25%,,
Part_PS_VLA_Mag_01_A,"15 round, Dmg +10%",,
Part_PS_VLA_Mag_01_B,18 Round,,
Part_PS_VLA_Mag_02_A,18 Round,,
Part_PS_VLA_Mag_02_A_Infiniti,Inf Mag,,
Part_PS_VLA_Mag_02_B,18 Round,,
Part_PS_VLA_Mag_03_A,Dmg -10%,,
Part_PS_VLA_Mag_03_B,35 round,"Dmg -20%, Recoil Height +25%, Acc Bloom +15%, Recoil Width +20%",
Part_PS_VLA_Material_01_Common,Skin,,
Part_PS_VLA_Material_02_Uncommon,Skin,,
Part_PS_VLA_Material_03_Rare,Skin,,
Part_PS_VLA_Material_04_VeryRare,Skin,,
Part_PS_VLA_Material_BoneShredder,Skin,,
Part_PS_VLA_Material_Infiniti,Skin,,
Part_PS_VLA_Material_Magnificent,Skin,,
Part_PS_VLA_Material_TheLeech,Skin,,
Part_PS_VLA_Rail_01,Acc Bloom -25%,,
Part_PS_VLA_Rail_02,Fire Rate +10%,,
Part_PS_VLA_Rail_03,Acc -15%,,
Part_PS_VLA_Rail_04,Proj per Shot +1,"Acc Bloom +20%, Acc +10%, Dmg -20%",
Part_PS_VLA_Scope_01,Iron sights,,
Part_PS_VLA_Scope_02,1.5x,,
Part_PS_VLA_Scope_04,4.0x,,
Part_PS_VLA_Slide_01,Dmg +10%,,
Part_PS_VLA_Slide_02,Fire Rate +10%,,
Part_PS_VLA_Slide_03,Mag Size +10%,"Acc +10%, Dmg -5%",
Part_PS_VLA_Underbarrel_01,"Dmg +5%, Extra fire rate +25%",,
Part_PS_VLA_Underbarrel_01_A,Fire Rate +10%,,
Part_PS_VLA_Underbarrel_02,Fire Rate +5%,,
Part_PS_VLA_Underbarrel_03,Mag Size +10%,,
Part_PS_VLA_Underbarrel_TheLeech,Mag Size +10%,,
Part_SG_Hyp_Barrel_01_A,Proj per Shot +35%,"Acc Bloom +15%, Acc +10%, Dmg -5%",
Part_SG_Hyp_Barrel_01_B,Fire Rate +10%,,
Part_SG_Hyp_Barrel_01_C,Fire Rate +10%,,
Part_SG_Hyp_Barrel_02_A,Dmg +10%,,
Part_SG_Hyp_Barrel_02_B,Proj per Shot +35%,"Acc Bloom +15%, Acc +10%, Dmg -5%",
Part_SG_Hyp_Barrel_02_C,"Dmg +10%, Melee Dmg +60%",,
Part_SG_Hyp_Barrel_03_A,Dmg +10%,,
Part_SG_Hyp_Barrel_03_B,Acc -7.5%,,
Part_SG_Hyp_Barrel_03_C,Acc -7.5%,,
Part_SG_Hyp_Barrel_ETECH,"Splash Dmg Radius +300, Mag Size +20%",,
Part_SG_Hyp_Barrel_ETECH_A,"Splash Dmg Radius +20%, Reload Time -10%",,
Part_SG_Hyp_Barrel_Phebert,"Acc -75%, Dmg +600%, Mag Size +40%",,
Part_SG_Hyp_Barrel_TheButcher,"Recoil Height -60%, Acc -25%, Dmg +100%,",Acc Bloom +100%,
Part_SG_Hyp_Body_01,DO NOT REMOVE,,
Part_SG_Hyp_Body_01_A,"Weapon Shield Cap +25%, Crit Dmg +10%",,
Part_SG_Hyp_Body_01_B,Acc -7.5%,,
Part_SG_Hyp_Body_01_C,Reload Time -10%,,
Part_SG_Hyp_Foregrip_01,"Weapon Sway -30%, Dmg +5%",,
Part_SG_Hyp_Foregrip_02,"Fire Rate +5%, Mag Size +35%","Dmg -5%, Acc +10%",
Part_SG_Hyp_Foregrip_03,"Weapon Shield Cap +15%, Dmg +5%",,
Part_SG_Hyp_Foregrip_04,"Recoil Height -30%, Acc -5%",,
Part_SG_Hyp_Grip_01,"Acc -1%, Proj per Shot +100%","Dmg -30%, Acc Bloom +25%, Proj Cost +1",
Part_SG_Hyp_Grip_02,"Crit Dmg +10%, Dmg +5%",,
Part_SG_Hyp_Grip_03,"Recoil Height -15%, Reload Time -5%",,
Part_SG_Hyp_Grip_04,"Weapon Sway -30%, Fire Rate +5%",,
Part_SG_Hyp_Mag_01,8 Round,,
Part_SG_Hyp_Mag_02,10 Round,Dmg -10%,
Part_SG_Hyp_Mag_03,"6 Round, Dmg +10%",,
Part_SG_Hyp_Material_01_Common,Skin,,
Part_SG_Hyp_Material_02_UnCommon,Skin,,
Part_SG_Hyp_Material_03_Rare,Skin,,
Part_SG_Hyp_Material_04_Epic,Skin,,
Part_SG_Hyp_Material_Brick,Skin,,
Part_SG_Hyp_Material_ConferenceCall,Skin,,
Part_SG_Hyp_Material_Phebert,Skin,,
Part_SG_Hyp_Material_Redistributor,Skin,,
Part_SG_Hyp_Material_TheButcher,Skin,,
Part_SG_Hyp_Material_Fearmonger,Skin,,
Part_SG_Hyp_Scope_01,2.7x,,
Part_SG_Hyp_Scope_02,2.2x,,
Part_SG_Hyp_Shield_01,Shield,,
Part_SG_Hyp_Shield_02,Incoming Dmg converted into Ammo in Mag,,
Part_SG_Hyp_Shield_03,Incoming Dmg converted into Weapon Dmg,,
Part_SG_Hyp_Shield_04,Incoming Dmg reflected,,
Part_SG_JAK_Barrel_01,Proj per Shot +7,,
Part_SG_JAK_Barrel_01_A,Proj per Shot +35%,"Acc Bloom +15%, Acc +10%, Dmg -5%",
Part_SG_JAK_Barrel_01_B_Stat,"Fire Rate +10%, Melee Dmg +60%",,
Part_SG_JAK_Barrel_01_C,"Fire Rate +10%, Melee Dmg +60%",,
Part_SG_JAK_Barrel_02,Proj per Shot +8,,
Part_SG_JAK_Barrel_02_A,Reload Time -10%,,
Part_SG_JAK_Barrel_02_B,Dmg +10%,,
Part_SG_JAK_Barrel_02_C,"Reload Time -10%, Proj per Shot +50%","Acc +10%, Dmg -20%, Acc Bloom +20%",
Part_SG_JAK_Barrel_03,Proj per Shot +7,,
Part_SG_JAK_Barrel_03_A,Acc -7.5%,,
Part_SG_JAK_Barrel_03_B,"Dmg +10%, Melee Dmg +60%",,
Part_SG_JAK_Barrel_03_C,Acc -7.5%,,
Part_SG_JAK_Barrel_Garcia,Proj per Shot +6,,
Part_SG_JAK_Barrel_Hellwalker,"Proj per Shot +10, Reload Time -20%, Dmg +30%,","Acc Bloom +75%, Recoil Height +22%, Heat Per shot +900%",
Part_SG_JAK_Barrel_JabberBeefcake,"Acc -20%, Proj per Shot +4",Dmg -10%,
Part_SG_JAK_Barrel_Nimble,Proj per Shot +7,Acc +30%,
Part_SG_JAK_Barrel_OnePunch,"Reload Time -20%, Proj per Shot + 1, Acc -75%, Dmg +900%",,
Part_SG_JAK_Barrel_Sledge,"Dmg +60%, Mag Size +12","Acc +75%, Recoil Height +22%",
Part_SG_JAK_Barrel_TKWave,"Crit Dmg 45%, Dmg +50%",,
Part_SG_JAK_Barrel_TidalWave,"Crit Dmg +65%, Dmg +30%",,
Part_SG_JAK_Bolt_01,Reload Time -10%,,
Part_SG_JAK_Bolt_02,Dmg +10%,,
Part_SG_JAK_Bolt_03,Acc -7.5%,,
Part_SG_JAK_Bolt_04,Crit Dmg +10%,,
Part_SG_JAK_Bolt_05,Proj per Shot +35%,"Acc Bloom +15%, Acc +10%, Dmg -5%",
Part_SG_JAK_Foregrip_01,"Weapon Sway -30%, Recoil Height -30%",,
Part_SG_JAK_Foregrip_02,"Recoil Width -15%, Fire Rate +5%",,
Part_SG_JAK_Foregrip_03,"Recoil Height -30%, Crit Dmg +10%",,
Part_SG_JAK_Foregrip_04,Proj per Shot +15%,"Acc Bloom +15%, Acc +4.5%, Dmg -5%",
Part_SG_JAK_Foregrip_05,"Weapon Sway -30%, Dmg +5%",,
Part_SG_JAK_Mag_01,No mag,,
Part_SG_JAK_Mag_02,"12 Round, Dmg -10%",,
Part_SG_JAK_Mag_03,8 Round,,
Part_SG_JAK_Mag_04,"6 Round, Dmg +10%",,
Part_SG_JAK_Mag_HellWalker,"Mag Size +3, Dmg +10%",,
Part_SG_JAK_Material_01_Common,Skin,,
Part_SG_JAK_Material_02_UnCommon,Skin,,
Part_SG_JAK_Material_03_Rare,Skin,,
Part_SG_JAK_Material_04_VeryRare,Skin,,
Part_SG_JAK_Material_Fingerbiter,Skin,,
Part_SG_JAK_Material_Garcia,Skin,,
Part_SG_JAK_Material_Hellwalker,Skin,,
Part_SG_JAK_Material_LGD_Sledge,Skin,,
Part_SG_JAK_Material_Nimble,Skin,,
Part_SG_JAK_Material_OnePunch,Skin,,
Part_SG_JAK_Material_Typhon,Skin,,
Part_SG_JAK_Scope_03,3.5x,,
Part_SG_JAK_Stock_01,"Weapon Sway-30%, Reload Time -5%",,
Part_SG_JAK_Stock_01_A,Acc -7.5%,,
Part_SG_JAK_Stock_02,"Recoil Width -30%, Acc -10%",,
Part_SG_JAK_Stock_02_A,Recoil Height -25%,,
Part_SG_JAK_Stock_03,"Recoil Width -30%, Recoil Height -15%",,
Part_SG_JAK_Stock_03_A,Reload Time -10%,,
Part_SG_JAK_Stock_04,"Weapon Sway-30%, Dmg +5%",,
Part_SG_JAK_Stock_04_A,Proj per Shot +35%,"Acc Bloom +15%, Acc +10%, Dmg -5%",
Part_SG_JAK_Stock_05,"Recoil -30%, Crit Damage +10%",,
Part_SG_JAK_Stock_05_A,Dmg +10%,,
Part_SG_JAK_Trigger_01,Reload Time -10%,,
Part_SG_JAK_Trigger_02,Dmg +10%,,
Part_SG_JAK_Trigger_03,Crit Dmg +10%,,
Part_SG_JAK_Trigger_Fingerbiter,"Reload Time -25%, Proj per Shot +50%, Dmg +43%",Acc +70%,
Part_SG_JAK_Trigger_Hellwalker,Reload Time -10%,,
Part_SG_MAL_Barrel_01_A,Acc -7.5%,,
Part_SG_MAL_Barrel_01_B,Ele Dmg +10%,,
Part_SG_MAL_Barrel_01_C,Charge Duration -20%,,
Part_SG_MAL_Barrel_02,Weapon Sway -20%,,
Part_SG_MAL_Barrel_02_A,Proj Speed +30%,,
Part_SG_MAL_Barrel_02_B,Dmg +10%,,
Part_SG_MAL_Barrel_02_C,Dmg +10%,,
Part_SG_MAL_Barrel_03_A,Ele Dmg +10%,,
Part_SG_MAL_Barrel_03_B,Ele Dmg +10%,,
Part_SG_MAL_Barrel_03_C,Acc -7.5%,,
Part_SG_MAL_Barrel_ETech,"Splash Dmg Radius +210, Mag Size +50%",,
Part_SG_MAL_Barrel_ETech_A,"Proj Speed +30%, Ele Chance +15%",,
Part_SG_MAL_Barrel_Mouthpiece2,"Weapon Sway -20%, Dmg +17%",,
Part_SG_MAL_Barrel_Recursion,"Acc -75%, Dmg +500%, Mag Size +20%",,
Part_SG_MAL_Barrel_Shriek,Dmg +800%,,
Part_SG_MAL_Barrel_Trev,"Splash Dmg Radius +75, Dmg +110%, Mag Size +3",,
Part_SG_MAL_Barrel_Wisp,Dmg +700%,,
Part_SG_MAL_Barrel_DeathGrip,"Mag Size +6, Dmg +150%",,
Part_SG_MAL_Body,DO NOT REMOVE,,
Part_SG_MAL_Grip_01,"Charge Duration -10%, Acc -10%",,
Part_SG_MAL_Grip_02,Reload Time -5%,"Acc Bloom +25%, Acc +10%, Dmg -30%",
Part_SG_MAL_Grip_03,"Proj Speed +15%, Dmg +5%",,
Part_SG_MAL_Grip_04,"Weapon Sway -30%, Fire Rate +5%",,
Part_SG_MAL_Grip_05,"Recoil Height -30%, Proj per Shot +15%","Acc +10%, Dmg -5%, Acc Bloom +15%",
Part_SG_MAL_Magazine_01,"6 Round, Dmg +10%",,
Part_SG_MAL_Magazine_02,12 Round,Dmg -10%,
Part_SG_MAL_Magazine_03,9 Round,,
Part_SG_MAL_Magazine_Deathgrip,9 Round,,
Part_SG_MAL_Material_01_Common,Skin,,
Part_SG_MAL_Material_02_UnCommon,Skin,,
Part_SG_MAL_Material_03_Rare,Skin,,
Part_SG_MAL_Material_04_VeryRare,Skin,,
Part_SG_MAL_Material_Mouthpiece2,Skin,,
Part_SG_MAL_Material_Recursion,Skin,,
Part_SG_MAL_Material_Shriek,Skin,,
Part_SG_MAL_Material_Trev,Skin,,
Part_SG_MAL_Material_Wisp,Skin,,
Part_SG_MAL_Material_DeathGrip,Skin,,
Part_SG_MAL_Scope_04,2.2x,,
Part_SG_MAL_Stock_01,"Reload Time -5%, Mag Size +2","Dmg -5%, Acc +10%",
Part_SG_MAL_Stock_02,"Weapon Sway -30%, Acc -10%",,
Part_SG_MAL_Stock_03,"Recoil Width -30%, Fire Rate +5%",,
Part_SG_MAL_Stock_04,"Ele Dmg +10%, Charge Duration -10%",,
Part_SG_TED_Barrel_01_A,Dmg +10%,,
Part_SG_TED_Barrel_01_B,Proj per Shot +35%,"Acc Bloom +15%, Acc +10%, Dmg -5%",
Part_SG_TED_Barrel_01_C,"Splash Dmg Radius +20%, Dmg +10%",,
Part_SG_TED_Barrel_02_A,Acc -7.5%,,
Part_SG_TED_Barrel_02_B,Fire Rate +10%,,
Part_SG_TED_Barrel_02_C,Fire Rate +10%,,
Part_SG_TED_Barrel_03,Mag Size +2,,
Part_SG_TED_Barrel_03_A,Acc -7.5%,,
Part_SG_TED_Barrel_03_B,"Proj per Shot +35%, Mag Size +2","Dmg -5%, Acc Bloom +15%, Acc +10%",
Part_SG_TED_Barrel_03_C,Acc -7.5%,,
Part_SG_TED_Barrel_ETECH,"Mag Size +4, Splash Dmg Radius +300",,
Part_SG_TED_Barrel_ETECH_A,"Splash Dmg Radius +20%, Mag Size +10%",,
Part_SG_TED_Barrel_FriendZone,"Ele Dmg +100%, Crit Dmg +40%, Dmg +15%",,
Part_SG_TED_Barrel_Horizon,Dmg +110%,,
Part_SG_TED_Barrel_Polybius,"Recoil Height -85%, Recoil Width -85%, Dmg +15%",Acc +40%,
Part_SG_TED_Barrel_Sludge,"Splash Dmg Radius +300, Mag Size +4",Dmg -20%,
Part_SG_TED_Body,DO NOT REMOVE,,
Part_SG_TED_Body_A,Splash Dmg Radius +20%,,
Part_SG_TED_Body_B,"Mag Size +10%, Dmg +5%",Acc +10%,
Part_SG_TED_Body_C,Dmg +10%,,
Part_SG_TED_Foregrip_02,"Recoil Height -85%, Acc -5%",,
Part_SG_TED_Foregrip_03,"Splash Dmg Radius +20%, Dmg +5%",,
Part_SG_TED_Foregrip_04,"Proj per Shot +50%, Dmg +5%","Acc +4.5%, Acc Bloom +25%",
Part_SG_TED_Foregrip_05,"Recoil Width -15%, Mag Size +2","Dmg -5%, Acc +10%",
Part_SG_TED_Grip_01,"Recoil Width -30%, Proj per SHot +15%","Acc +10%, Dmg -5%, Acc Bloom +15%",
Part_SG_TED_Grip_02,Fire Rate +5%,,
Part_SG_TED_Grip_03,"Recoil Height -15%, Mag Size +2","Dmg -5%, Acc +10%",
Part_SG_TED_Grip_04,"Splash Dmg Radius +20%, Acc -20%",,
Part_SG_TED_Grip_05,"Weapon Sway -30%, Dmg +5%",,
Part_SG_TED_Material_01_Common,Skin,,
Part_SG_TED_Material_02_Uncommon,Skin,,
Part_SG_TED_Material_03_Rare,Skin,,
Part_SG_TED_Material_04_VeryRare,Skin,,
Part_SG_TED_Material_FriendZone,Skin,,
Part_SG_TED_Material_Horizon,Skin,,
Part_SG_TED_Material_Polybius,Skin,,
Part_SG_TED_Material_Sludge,Skin,,
Part_SG_TED_Scope_01,2.2x,,
Part_SG_TED_Scope_02,4.5x,,
Part_SG_TED_Scope_03,1.5x,,
Part_SG_TED_Scope_04,2.9x,,
Part_SG_TED_TypeMod_01,When thrown detonate on impacting enemy,,
Part_SG_TED_TypeMod_02,When thrown stick,,
Part_SG_TED_TypeMod_03,When thrown Home in,,
Part_SG_TED_TypeMod_04,When thrown Bounce,,
Part_SG_Torgue_Barrel_01_A,Fire Rate +10%,,
Part_SG_Torgue_Barrel_01_B,Splash Dmg Radius +20%,,
Part_SG_Torgue_Barrel_01_C,Splash Dmg Radius +20%,,
Part_SG_Torgue_Barrel_02_A,Proj per Shot +35%,"Acc Bloom +15%, Acc +10%, Dmg -5%",
Part_SG_Torgue_Barrel_02_B,Dmg +10%,,
